iSub,feature_name,feature_value,error_mean,error_std
229,tail,0.0,0.0029321145391117856,0.007876040257516002
229,tail,0.166666666666667,0.003434511371444081,0.030795661980341768
229,tail,0.333333333333333,0.007403748437672013,0.026419315727853016
229,tail,0.5,0.0087937034753475,0.04975557872798682
229,tail,0.666666666666667,-0.012014620157311608,0.06540086131681894
229,tail,0.833333333333333,0.02364928573390838,0.07872618592218288
229,tail,1.0,-0.0034146801454396397,0.009860085511499831
230,head,0.0,0.0026063626669825,0.006947270019482626
230,head,0.166666666666667,0.006044327059939794,0.0207282964364752
230,head,0.333333333333333,-0.0005682083756319151,0.027960312103893263
230,head,0.5,0.00747709248893322,0.05311713781889213
230,head,0.666666666666667,0.025923815405717678,0.047486674668811686
230,head,0.833333333333333,0.025908750150487683,0.06785838346906939
230,head,1.0,-0.009710262903016067,0.02431239630101202
230,leg,0.0,-0.00017914054248785715,0.006099829172068489
230,leg,0.166666666666667,0.0045852168288505095,0.018767172594240374
230,leg,0.333333333333333,0.0015483772212941613,0.026250840088476557
230,leg,0.5,0.004673510402371787,0.022414677337844715
230,leg,0.666666666666667,-0.004660389001764821,0.02758034010038957
230,leg,0.833333333333333,-0.00506031397397126,0.01758927786077439
230,leg,1.0,-0.002501053434694276,0.004202077942722314
230,neck,0.0,0.00272107508317,0.006545071512291442
230,neck,0.166666666666667,0.008057774421585864,0.02497216124852353
230,neck,0.333333333333333,0.019935172773128087,0.042599206280135346
230,neck,0.5,-0.003003238155576428,0.04569653186901877
230,neck,0.666666666666667,0.03383130470803088,0.04626592178142413
230,neck,0.833333333333333,0.022482575618194466,0.07347327247427976
230,neck,1.0,-0.0009303943242957183,0.007560617551542659
230,tail,0.0,0.001473705704185357,0.0025563801068845125
230,tail,0.166666666666667,0.0059847937673551494,0.024664811916961488
230,tail,0.333333333333333,-0.0036873121044333373,0.034809991778875345
230,tail,0.5,-0.0015410490704282135,0.05201745732766862
230,tail,0.666666666666667,-0.002707463058419481,0.05270756574964172
230,tail,0.833333333333333,0.017998727697154826,0.053752885632125554
230,tail,1.0,-0.007910301321309654,0.026341831785833696
231,head,0.0,0.0001388465891117857,0.0007439640232471799
231,head,0.166666666666667,-0.0026476793445527054,0.029726674309397495
231,head,0.333333333333333,0.002104796173254871,0.03304712955407475
231,head,0.5,-0.0047595362593725,0.030585817909572134
231,head,0.666666666666667,0.0016516666924415962,0.04506334260555609
231,head,0.833333333333333,0.005965923941324467,0.05777685606411482
231,head,1.0,-0.011825524324342493,0.024151261188696704
231,leg,0.0,0.0,0.0
231,leg,0.166666666666667,0.009086292004723369,0.021080037217703722
231,leg,0.333333333333333,0.0024028324459605933,0.01844757343025983
231,leg,0.5,0.0075134451282317894,0.03901206177501008
231,leg,0.666666666666667,0.015237039963954813,0.025440720587133512
231,leg,0.833333333333333,0.004082666866775545,0.028206664209464584
231,leg,1.0,-2.6268905717330426e-08,9.645190095880304e-08
231,neck,0.0,0.0002103174555925,0.001112895367747251
231,neck,0.166666666666667,-0.002681705378779491,0.02003175711977811
231,neck,0.333333333333333,-0.0009327630194626251,0.028278810265346534
231,neck,0.5,0.018664755734298568,0.05093913280091564
231,neck,0.666666666666667,0.02327194661217876,0.051356890436727747
231,neck,0.833333333333333,0.018923732117752688,0.06373227052515706
231,neck,1.0,-0.008000605642345004,0.022851556018597122
231,tail,0.0,0.0,0.0
231,tail,0.166666666666667,0.011324880402673362,0.02896639651249387
231,tail,0.333333333333333,0.0014615072529909454,0.029232454478454635
231,tail,0.5,0.011891267359656425,0.04298972108743139
231,tail,0.666666666666667,-0.010464910964321969,0.05093566820364219
231,tail,0.833333333333333,-0.018189769862933754,0.06138585897274472
231,tail,1.0,-0.022519408691153927,0.038767915762531746
232,head,0.0,0.012397450726001428,0.024229547927500757
232,head,0.166666666666667,0.01393353608235515,0.02215622571109915
232,head,0.333333333333333,0.008903608892506664,0.03357328924123004
232,head,0.5,0.008313918018925363,0.0349469504894633
232,head,0.666666666666667,-0.0041606130519637585,0.046457419710483915
232,head,0.833333333333333,-0.022580646145186244,0.08108882964385594
232,head,1.0,-0.03277187132569858,0.06014526269153364
232,leg,0.0,-0.0010289553777396428,0.0035448302771672077
232,leg,0.166666666666667,-0.00015089909473306264,0.021514807976296176
232,leg,0.333333333333333,-0.008248153066003697,0.021516660857933263
232,leg,0.5,-0.010814218475169642,0.022090167726100802
232,leg,0.666666666666667,-0.0031284501441037455,0.027688274987725137
232,leg,0.833333333333333,-0.00677582949682054,0.02027345051735664
232,leg,1.0,-0.002039335693246785,0.002368090095973396
232,neck,0.0,0.012886384712009286,0.018402798543945064
232,neck,0.166666666666667,0.017328389232764797,0.032960782976493616
232,neck,0.333333333333333,0.017328976156515234,0.03435294951781771
232,neck,0.5,0.012972190051864283,0.044414833044113165
232,neck,0.666666666666667,0.008743930466240538,0.055362687333234496
232,neck,0.833333333333333,0.025896215821427315,0.0750119659229399
232,neck,1.0,-0.010486517936082126,0.024735090476157247
232,tail,0.0,0.007579550983708215,0.014525491806428403
232,tail,0.166666666666667,0.006176185764356222,0.020132513630021456
232,tail,0.333333333333333,-0.0010101281057465553,0.0353144698962531
232,tail,0.5,0.008888754981503919,0.04028558335934142
232,tail,0.666666666666667,0.002771694783787324,0.05363147443294736
232,tail,0.833333333333333,0.007678907944605886,0.058153273765289434
232,tail,1.0,-0.024596634838397493,0.05107518165734251
325,head,0.0,3.6314909892857144e-07,2.464535605686413e-06
325,head,0.166666666666667,-0.012424307270081635,0.01507220257257196
325,head,0.333333333333333,-0.0034001787783058423,0.025348414385453943
325,head,0.5,-0.006962341189450355,0.029059119937474183
325,head,0.666666666666667,-0.00670081180820697,0.03181136955398169
325,head,0.833333333333333,0.007836148092455895,0.0413266878051056
325,head,1.0,-0.006866124771709995,0.021683619633174396
325,leg,0.0,9.764008585785714e-05,0.0005166627703417694
325,leg,0.166666666666667,0.002795472715245153,0.010622849422146596
325,leg,0.333333333333333,0.006069497356027375,0.015124184716678021
325,leg,0.5,0.010811798756482147,0.015483601674557783
325,leg,0.666666666666667,0.007059757617028741,0.02057068673759215
325,leg,0.833333333333333,0.0165501553852741,0.02386468771189661
325,leg,1.0,-0.0021817564456042865,0.010220053122067667
325,neck,0.0,0.0009574316207735715,0.00396208486395087
325,neck,0.166666666666667,-0.010364780825423062,0.018442633154911323
325,neck,0.333333333333333,-0.01522697436536298,0.022918682956906234
325,neck,0.5,-0.005629648930394643,0.04381581624432411
325,neck,0.666666666666667,-0.005025409639403753,0.044457574905770916
